sub_id	list	species_code	Anthropogenic materials present? u=unsure (bad picture)   n=No  y=Yes	Picture orientation: t=top  b=bottom  s=side  t/s=top/side  b/s=bottom/side	Where are the AMs located? o=outer part of nest  l=lining  o/l=Both	attempt_id	sumphotos	user_id	loc_id	latitude	longitude	subnational1_code	height_m	substrate_code	habitat_code_1	habitat_code_2	proj_period_id	outcome_code_list	first_lay_dt	hatch_dt	fledge_dt	clutch_size_host_atleast	young_host_total_atleast	young_host_fledged_atleast	eggs_host_unh_atleast	obs_dt	eggs_host_atleast	eggs_host_atmost	young_host_live_atleast	young_host_live_atmost	young_host_dead_atleast	young_host_dead_atmost	nest_status_code	mgmt_activity_code_list	adult_activity_code_list	young_host_max_devel	eggs_parasite_atleast	eggs_parasite_atmost	young_parasite_live_atleast	young_parasite_live_atmost	young_parasite_dead_atleast	young_parasite_dead_atmost
S70123821	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2020/06/05/IMG5351.jpeg	grycat	u	t		A1401445	4	USER1760709	L11634624	40.05891	-86.037049	US-IN	1.8288	floveg	NW-for		NW_2020	s1	06JUN2020:00:00:00.000000	21JUN2020:00:00:00.000000	03JUL2020:00:00:00.000000	4	4	3	0	05JUN2020:00:00:00.000000	0		0		0		cn	no	no	no	0		0		0	
S70134200	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2020/06/06/IMG5356.jpeg	grycat	n	t/s		A1401445	4	USER1760709	L11634624	40.05891	-86.037049	US-IN	1.8288	floveg	NW-for		NW_2020	s1	06JUN2020:00:00:00.000000	21JUN2020:00:00:00.000000	03JUL2020:00:00:00.000000	4	4	3	0	06JUN2020:00:00:00.000000	1		0		0		cn	no	va	no	0		0		0	
S70205063	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2020/06/08/IMG5362.jpeg	grycat	n	t		A1401445	4	USER1760709	L11634624	40.05891	-86.037049	US-IN	1.8288	floveg	NW-for		NW_2020	s1	06JUN2020:00:00:00.000000	21JUN2020:00:00:00.000000	03JUL2020:00:00:00.000000	4	4	3	0	08JUN2020:00:00:00.000000	3		0		0		cn	no	no	no	0		0		0	
S70312664	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2020/06/11/IMG5365.jpeg	grycat	n	t		A1401445	4	USER1760709	L11634624	40.05891	-86.037049	US-IN	1.8288	floveg	NW-for		NW_2020	s1	06JUN2020:00:00:00.000000	21JUN2020:00:00:00.000000	03JUL2020:00:00:00.000000	4	4	3	0	11JUN2020:00:00:00.000000	4		0		0		cn	no	aa	no	0		0		0	
S70720431		grycat				A1401445	4	USER1760709	L11634624	40.05891	-86.037049	US-IN	1.8288	floveg	NW-for		NW_2020	s1	06JUN2020:00:00:00.000000	21JUN2020:00:00:00.000000	03JUL2020:00:00:00.000000	4	4	3	0	22JUN2020:00:00:00.000000	0		4		0		cn	no	va	ny	0		0		0	
S70968442		grycat				A1401445	4	USER1760709	L11634624	40.05891	-86.037049	US-IN	1.8288	floveg	NW-for		NW_2020	s1	06JUN2020:00:00:00.000000	21JUN2020:00:00:00.000000	03JUL2020:00:00:00.000000	4	4	3	0	29JUN2020:00:00:00.000000	0		4		0		cn	no	va	py	0		0		0	
S71017503		grycat				A1401445	4	USER1760709	L11634624	40.05891	-86.037049	US-IN	1.8288	floveg	NW-for		NW_2020	s1	06JUN2020:00:00:00.000000	21JUN2020:00:00:00.000000	03JUL2020:00:00:00.000000	4	4	3	0	01JUL2020:00:00:00.000000	0		3		1		cn	no	va	fy	0		0		0	
S71535285		grycat				A1401445	4	USER1760709	L11634624	40.05891	-86.037049	US-IN	1.8288	floveg	NW-for		NW_2020	s1	06JUN2020:00:00:00.000000	21JUN2020:00:00:00.000000	03JUL2020:00:00:00.000000	4	4	3	0	03JUL2020:00:00:00.000000	0		2		1	999999999	cn	no	va	fy	0		0		0	
S70515021		grycat				A1403623	1	USER635924	L11711696	41.7986259	-91.5331955	US-IA	1.8288	busshr			NW_2020	s1		16JUN2020:00:00:00.000000	29JUN2020:00:00:00.000000	3	3	3	0	16JUN2020:18:02:36.000000	1		2		0		cn	no	va	hy						
S70673776		grycat				A1403623	1	USER635924	L11711696	41.7986259	-91.5331955	US-IA	1.8288	busshr			NW_2020	s1		16JUN2020:00:00:00.000000	29JUN2020:00:00:00.000000	3	3	3	0	21JUN2020:11:58:37.000000	0		3		0		cn	no	va	py						
S70775647	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2020/06/24/B0095F43-E437-495C.jpeg	grycat	y	s	t/s	A1403623	1	USER635924	L11711696	41.7986259	-91.5331955	US-IA	1.8288	busshr			NW_2020	s1		16JUN2020:00:00:00.000000	29JUN2020:00:00:00.000000	3	3	3	0	24JUN2020:10:39:01.000000	0		3		0		cn	no	va	fy						
S70992593		grycat				A1403623	1	USER635924	L11711696	41.7986259	-91.5331955	US-IA	1.8288	busshr			NW_2020	s1		16JUN2020:00:00:00.000000	29JUN2020:00:00:00.000000	3	3	3	0	30JUN2020:14:08:59.000000	0		0		0		fn	no	no	no						
S88979988	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/05/25/_l2pprr.jpeg	grycat	n	t		A1456314	3	USER387717	L15104870	43.415357	-75.968157	US-NY		busshr			NW_2021	f2		25MAY2021:00:00:00.000000						25MAY2021:16:40:24.000000	2		0		0		cn	no	va	hy						
S89078439	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/05/27/_60fsvo.jpeg	grycat	n	t		A1456314	3	USER387717	L15104870	43.415357	-75.968157	US-NY		busshr			NW_2021	f2		25MAY2021:00:00:00.000000						27MAY2021:11:08:55.000000	4		0		0		cn	no	aa	hy						
S89188469	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/05/29/_9gtm8e.jpeg	grycat	n	t		A1456314	3	USER387717	L15104870	43.415357	-75.968157	US-NY		busshr			NW_2021	f2		25MAY2021:00:00:00.000000						29MAY2021:08:46:11.000000	0		0		0		cn	no	no	no						
S90302197	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/06/16/_cdgsba.jpeg	grycat	n	t		A1461753	6	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	18JUN2021:00:00:00.000000	01JUL2021:00:00:00.000000	14JUL2021:00:00:00.000000	3	3	3	0	16JUN2021:20:47:18.000000	0		0		0		cn	no	ba	no	0		0		0	
S90401144	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/06/18/_ro1fns.jpeg	grycat	n	t		A1461753	6	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	18JUN2021:00:00:00.000000	01JUL2021:00:00:00.000000	14JUL2021:00:00:00.000000	3	3	3	0	18JUN2021:20:21:34.000000	1		0		0		cn	no	aa	no						
S90535724		grycat				A1461753	6	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	18JUN2021:00:00:00.000000	01JUL2021:00:00:00.000000	14JUL2021:00:00:00.000000	3	3	3	0	20JUN2021:06:50:05.000000	3		0		0		cn	no	aa	no						
S90628312		grycat				A1461753	6	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	18JUN2021:00:00:00.000000	01JUL2021:00:00:00.000000	14JUL2021:00:00:00.000000	3	3	3	0	22JUN2021:23:49:15.000000	3		0		0		cn	no	aa	no						
S90788777		grycat				A1461753	6	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	18JUN2021:00:00:00.000000	01JUL2021:00:00:00.000000	14JUL2021:00:00:00.000000	3	3	3	0	25JUN2021:00:26:37.000000	3		0		0		cn	no	aa	no						
S91005633		grycat				A1461753	6	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	18JUN2021:00:00:00.000000	01JUL2021:00:00:00.000000	14JUL2021:00:00:00.000000	3	3	3	0	29JUN2021:00:04:02.000000	3		0		0		cn	no	aa	no						
S91101257	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/07/01/_35jlme.jpeg	grycat	n	t		A1461753	6	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	18JUN2021:00:00:00.000000	01JUL2021:00:00:00.000000	14JUL2021:00:00:00.000000	3	3	3	0	01JUL2021:23:49:00.000000	2		1		0		cn	no	fa	hy						
S91150988		grycat				A1461753	6	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	18JUN2021:00:00:00.000000	01JUL2021:00:00:00.000000	14JUL2021:00:00:00.000000	3	3	3	0	02JUL2021:23:56:30.000000	1		2		0		cn	no	fa	hy						
S91226298		grycat				A1461753	6	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	18JUN2021:00:00:00.000000	01JUL2021:00:00:00.000000	14JUL2021:00:00:00.000000	3	3	3	0	03JUL2021:10:19:06.000000	0		3		0		cn	no	fa	hy						
S91439482	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/07/08/_avn83d.jpeg	grycat	n	t		A1461753	6	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	18JUN2021:00:00:00.000000	01JUL2021:00:00:00.000000	14JUL2021:00:00:00.000000	3	3	3	0	08JUL2021:11:33:38.000000	0		3		0		cn	no	fa	py						
S91679689	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/07/12/_n90sqr.jpeg	grycat	n	t		A1461753	6	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	18JUN2021:00:00:00.000000	01JUL2021:00:00:00.000000	14JUL2021:00:00:00.000000	3	3	3	0	12JUL2021:22:54:26.000000	0		3		0		cn	no	fa	fy						
S91724348		grycat				A1461753	6	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	18JUN2021:00:00:00.000000	01JUL2021:00:00:00.000000	14JUL2021:00:00:00.000000	3	3	3	0	13JUL2021:22:37:28.000000	0		3		0		cn	no	va	fy						
S91767642	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/07/14/_lc6758.jpeg	grycat	n	t		A1461753	6	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	18JUN2021:00:00:00.000000	01JUL2021:00:00:00.000000	14JUL2021:00:00:00.000000	3	3	3	0	14JUL2021:22:02:39.000000	0		0		0		cn	no	va	no	0		0		0	
S90345148		grycat				A1461950	1	USER24132	L15416313	39.126955	-77.554387	US-VA	0.91	busshr			NW_2021	f2				4	2		2	17JUN2021:19:08:34.000000	4		0		0		cn	no	aa							
S90603489		grycat				A1461950	1	USER24132	L15416313	39.126955	-77.554387	US-VA	0.91	busshr			NW_2021	f2				4	2		2	22JUN2021:13:52:23.000000	1	999999999					cn	no	ra							
S90859501	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/06/27/_b1toqs.jpeg	grycat	y	t	o/l	A1461950	1	USER24132	L15416313	39.126955	-77.554387	US-VA	0.91	busshr			NW_2021	f2				4	2		2	27JUN2021:09:24:36.000000	2		2		0		cn	no	no	ny						
S91108451		grycat				A1461950	1	USER24132	L15416313	39.126955	-77.554387	US-VA	0.91	busshr			NW_2021	f2				4	2		2	02JUL2021:08:23:48.000000	0		0		0		dn	no	no	no						
S90707652		grycat				A1463299	2	USER467984	L15504714	39.760016	-75.691629	US-DE	0.91	busshr			NW_2021	s1		02JUL2021:00:00:00.000000	13JUL2021:00:00:00.000000	3	3		0	24JUN2021:15:26:12.000000	3		0		0		cn	no	aa	no						
S90954140		grycat				A1463299	2	USER467984	L15504714	39.760016	-75.691629	US-DE	0.91	busshr			NW_2021	s1		02JUL2021:00:00:00.000000	13JUL2021:00:00:00.000000	3	3		0	28JUN2021:21:40:52.000000	1	999999999	0		0		cn	no	ra	no						
S91144234	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/07/02/_oqslih.jpeg	grycat	y	t	o/l	A1463299	2	USER467984	L15504714	39.760016	-75.691629	US-DE	0.91	busshr			NW_2021	s1		02JUL2021:00:00:00.000000	13JUL2021:00:00:00.000000	3	3		0	02JUL2021:20:25:48.000000	1		2		0		cn	no		hy						
S91481474	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/07/09/_oro36c.jpeg	grycat	y	t/s	o/l	A1463299	2	USER467984	L15504714	39.760016	-75.691629	US-DE	0.91	busshr			NW_2021	s1		02JUL2021:00:00:00.000000	13JUL2021:00:00:00.000000	3	3		0	09JUL2021:10:33:36.000000	0		3		0		cn	no	va	py						
S91717848		grycat				A1463299	2	USER467984	L15504714	39.760016	-75.691629	US-DE	0.91	busshr			NW_2021	s1		02JUL2021:00:00:00.000000	13JUL2021:00:00:00.000000	3	3		0	13JUL2021:19:39:25.000000	0		1		0		cn	no	va	fy						
S91387438	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/07/07/_mhd667.jpeg	grycat	n	t		A1465637	5	USER24132	L15674302	39.12704	-77.554344	US-VA	1.22	busshr			NW_2021	s1	06JUL2021:00:00:00.000000	20JUL2021:00:00:00.000000	02AUG2021:00:00:00.000000	3	2	2	1	07JUL2021:09:02:41.000000	2		0		0		cn	no	va	no						
S91531005	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/07/10/_q6est1.jpeg	grycat	n	t		A1465637	5	USER24132	L15674302	39.12704	-77.554344	US-VA	1.22	busshr			NW_2021	s1	06JUL2021:00:00:00.000000	20JUL2021:00:00:00.000000	02AUG2021:00:00:00.000000	3	2	2	1	10JUL2021:10:15:24.000000	3		0		0		cn	no	va	no						
S91777811	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/07/15/.jpeg	grycat	n	t		A1465637	5	USER24132	L15674302	39.12704	-77.554344	US-VA	1.22	busshr			NW_2021	s1	06JUL2021:00:00:00.000000	20JUL2021:00:00:00.000000	02AUG2021:00:00:00.000000	3	2	2	1	15JUL2021:08:33:19.000000	3		0		0		cn	no	va	no						
S91984033		grycat				A1465637	5	USER24132	L15674302	39.12704	-77.554344	US-VA	1.22	busshr			NW_2021	s1	06JUL2021:00:00:00.000000	20JUL2021:00:00:00.000000	02AUG2021:00:00:00.000000	3	2	2	1	19JUL2021:09:42:22.000000	3		0		0		cn	no	va	no						
S92213846	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/07/24/_ltpqf5.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/07/24/_1rfilh.jpeg	grycat	n, n	t, t		A1465637	5	USER24132	L15674302	39.12704	-77.554344	US-VA	1.22	busshr			NW_2021	s1	06JUL2021:00:00:00.000000	20JUL2021:00:00:00.000000	02AUG2021:00:00:00.000000	3	2	2	1	24JUL2021:08:27:46.000000	1		2		0		cn	no	no	ny						
S92494257		grycat				A1465637	5	USER24132	L15674302	39.12704	-77.554344	US-VA	1.22	busshr			NW_2021	s1	06JUL2021:00:00:00.000000	20JUL2021:00:00:00.000000	02AUG2021:00:00:00.000000	3	2	2	1	30JUL2021:07:45:35.000000	1		2		0		cn	no	fa	py						
S92651946		grycat				A1465637	5	USER24132	L15674302	39.12704	-77.554344	US-VA	1.22	busshr			NW_2021	s1	06JUL2021:00:00:00.000000	20JUL2021:00:00:00.000000	02AUG2021:00:00:00.000000	3	2	2	1	02AUG2021:08:55:36.000000	1		2		0		cn	no	va	fy						
S91860910		grycat				A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	16JUL2021:23:55:40.000000	0		0		0		an	no	ba	no	0		0		0	
S92018195		grycat				A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	19JUL2021:20:22:47.000000	1		0		0		cn	no	aa	no						
S92072599		grycat				A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	20JUL2021:23:31:43.000000	2		0		0		cn	no	aa	no						
S92115928		grycat				A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	21JUL2021:22:46:31.000000	3		0		0		cn	no	va	no						
S92160620		grycat				A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	22JUL2021:22:46:06.000000	3		0		0		cn	no	va	no						
S92201718		grycat				A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	23JUL2021:21:07:42.000000	3		0		0		cn	no	aa	no						
S92451403		grycat				A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	28JUL2021:06:50:17.000000	3		0		0		cn	no	va	no						
S92586955		grycat				A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	31JUL2021:00:58:35.000000	3		0		0		cn	no	aa	no						
S92642692	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/08/01/_2kd1lu.jpeg	grycat	u	t		A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	01AUG2021:23:53:05.000000	2		1		0		cn	no	aa	hy						
S92691698	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/08/02/_4csnnm.jpeg	grycat	u	t		A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	02AUG2021:00:06:22.000000	0		3		0		cn	no	fa	hy						
S92885271	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/08/07/_d6qgii.jpeg	grycat	n	t		A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	07AUG2021:10:27:20.000000	0		3		0		cn	no	fa	py						
S92980520		grycat				A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	08AUG2021:00:20:15.000000	0		2		0		cn	no	va	py						
S93030419		grycat				A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	09AUG2021:07:17:12.000000	0		1		0		cn	no	fa	ny						
S93108262	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2021/08/11/_39jga.jpeg	grycat	u	t		A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	11AUG2021:23:44:27.000000	0		1		0		cn	no	fa	fy						
S93148460		grycat				A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	12AUG2021:23:51:28.000000	0		1		0		cn	no	fa	fy						
S93190846		grycat				A1466743	4	USER1388299	L11488191	43.246189	-70.872626	US-NH	1.3716	busshr			NW_2021	s1	19JUL2021:00:00:00.000000	01AUG2021:00:00:00.000000	13AUG2021:00:00:00.000000	3	3	1	0	13AUG2021:00:11:39.000000	0		0		0		cn	no	fa	no	0		0		0	
S109511799	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/09/_n7qb10.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/09/_2evh4p.jpeg	grycat	y, y	s, t	o, o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	09MAY2022:20:35:25.000000	1		0		0		cn	no	va	no	0		0		0	
S109747877	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/11/_p65h5r.jpeg	grycat	y	t	o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	11MAY2022:06:37:45.000000	3		0		0		cn	no	va	no						
S110438404	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/13/_vvm57i.jpeg	grycat	y	t	o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	13MAY2022:21:44:21.000000	3		0		0											
S110555500	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/17/_gq2541.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/17/_8633l1.jpeg	grycat	y, y	t/s, t/s	o, o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	17MAY2022:08:26:39.000000	3		0		0											
S110825736	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/20/_s1kuel.jpeg	grycat	y	t	o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	20MAY2022:09:00:49.000000	3		0		0		cn	no	no	no						
S111147091	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/23/_kkrg4o.jpeg	grycat	y	t/s	o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	23MAY2022:06:39:57.000000	1	999999999	1				cn	no	aa	hy						
S111230169	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/24/_tbra17.jpeg	grycat	y	t/s	o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	24MAY2022:06:32:25.000000	0		3		0		cn	no	va	ny						
S111445999	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/27/_ko0llc.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/27/_2718dj.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/27/_2k0ci2.jpeg	grycat	y, y, y	t/s, t, t/s	o, o, o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	27MAY2022:19:34:46.000000	0		3		0		cn	no	va	ny						
S111494980	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/28/_dd1a09.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/28/_mvgjal.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/28/_vkq5vm.jpeg	grycat	y, y, y	t, t, t	o, o, o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	28MAY2022:11:26:25.000000	0		3		0		cn	no	va	py						
S111672964	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/29/_b0icmc.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/29/_nngfvs.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/29/_sf0icl.jpeg	grycat	y, y, y	t, t, t	o, o, o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	29MAY2022:22:51:28.000000	0		3		0		cn	no	fa	py						
S111688741	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/30/_vqcsd3.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/30/_cen96d.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/30/_e7ms3v.jpeg	grycat	y, y, y	t, t, t	o, o, o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	30MAY2022:08:02:04.000000	0		3		0		cn	no	fa	py						
S111773687	xd, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/30/_pjhaff.jpeg	grycat	y, y	t, t	o, o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	30MAY2022:22:54:38.000000	0		3		0		cn	no	fa	py						
S111783113	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/31/.jpeg	grycat	y	t	o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	31MAY2022:06:31:07.000000	0		3		0		cn	no	va	py						
S111860192	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/01/.jpeg	grycat	y	t	o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	01JUN2022:06:33:20.000000	0		1		2		cn	no		py						
